id,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,score_credito,tempo_cliente,data_cadastro
294,lmonteiro@example.com,0300 524 9065,"Distrito Gomes, 2
Vila Canto Do Sabiá
81972-154 Pacheco / RS",Aparecida,São Paulo,44014551,1978-05-29,47,Salgadeira,Ramos Ltda.,33795,1.73,86.0,28.7,13261,379,2,2021-06-14 15:32:39
295,raquelmendes@example.com,+55 84 4668-3868,"Avenida de Fernandes, 4
Vila Satélite
83403760 Machado / MT",Borges da Praia,Pernambuco,78235511,2005-05-15,20,Produtor musical,Pires Freitas Ltda.,35056,1.64,79.3,29.5,92425,424,5,2025-05-11 03:28:35
296,sousarhavi@example.net,(041) 8278 6313,"Morro da Cunha, 98
Estrela Do Oriente
61171680 Nogueira / AL",Melo,Minas Gerais,97688-657,1946-03-06,79,Ginasta artística,Dias Azevedo S.A.,45631,1.7,65.9,22.8,5361,489,2,2023-05-27 19:45:04
297,aurora83@example.org,+55 31 2895 9302,"Feira Almeida, 39
Caiçaras
37604-115 Lopes de Goiás / PI",Mendes,Paraná,39080460,1986-09-26,39,Gestor de tecnologia da informação,Aparecida Santos - EI,32542,1.67,89.3,32.0,20975,367,2,2021-01-18 17:25:04
298,trezende@example.com,(041) 8691-0419,"Setor de Lima, 87
Solar Do Barreiro
09963913 da Mota / SE",Rios dos Dourados,Paraná,20460008,1947-01-26,78,Encanador,Andrade Dias S/A,44362,1.66,88.4,32.1,59828,748,4,2023-07-06 19:34:23
299,gustavo-henriquemachado@example.org,+55 (031) 9889 6172,"Feira Guilherme Andrade, 682
Madri
00214351 Pires Grande / RN",Marques de Câmara,Ceará,71108-607,1953-05-19,72,Peixeiro,Sá Oliveira e Filhos,28165,1.52,78.6,34.0,86594,353,4,2022-08-24 16:33:06
300,pedrocostela@example.org,+55 11 5396-9213,"Praia de Fonseca, 673
Túnel De Ibirité
72781-411 da Paz do Oeste / MS",Sá Verde,Distrito Federal,42601866,1994-01-05,31,Marketeiro,da Cunha e Filhos,42607,1.88,80.5,22.8,81883,636,8,2022-06-16 17:06:44
301,davi-lucascassiano@example.net,(031) 9947-1727,"Favela de Pereira
Vila Batik
40625-062 Vargas / PB",Fogaça,Pará,17315368,1955-07-24,70,Violonista,Silva Cavalcante e Filhos,13158,1.83,60.7,18.1,70423,679,5,2020-11-11 14:56:50
302,fonsecavitoria@example.net,81 8130 0828,"Distrito de das Neves
Estoril
18032749 Castro / RO",Vasconcelos do Sul,Maranhão,69934940,1952-10-19,73,Naturólogo,Aparecida Martins e Filhos,31986,1.54,114.3,48.2,24008,400,13,2023-04-02 14:06:26
303,barbosalarissa@example.com,(051) 9200 1963,"Viela Pastor, 44
Vila Trinta E Um De Março
67325-089 Duarte Grande / ES",Gomes da Prata,Alagoas,75479657,2002-02-19,23,Entalhador,Ferreira,14354,1.54,119.6,50.4,20113,664,3,2022-09-12 00:57:15
304,thalesmarques@example.org,0900 627 9868,"Loteamento Siqueira, 233
Jatobá
76216-471 Cavalcante / AC",da Rosa Alegre,Alagoas,92031-490,1991-04-16,34,Paginador,Correia Lopes e Filhos,31801,1.79,111.6,34.8,59071,461,4,2022-12-09 15:31:28
305,bento11@example.org,(011) 8646-4756,"Estrada Elisa Leão, 72
Caiçara - Adelaide
83810-437 Cavalcanti das Flores / BA",Azevedo,Distrito Federal,89645933,1951-03-07,74,Prefeito,Moraes,8555,1.96,107.2,27.9,94508,378,12,2023-04-24 07:31:59
306,rioslorena@example.net,+55 (061) 0338-3033,"Recanto de Vargas
Saudade
00273960 Mendes / PI",Cavalcanti do Campo,Amazonas,71936-138,1984-06-07,41,Terapeuta Holístico,Rezende,16806,1.84,82.5,24.4,71087,349,8,2021-07-10 00:28:06
307,sousahenry@example.org,+55 (081) 1216 1101,"Estação de Vieira
Vila Bandeirantes
24491-228 Jesus de Correia / AC",Novaes da Serra,Distrito Federal,66338574,1982-11-14,42,Pianista,Rezende da Conceição S.A.,25361,1.7,73.1,25.3,34186,744,8,2022-02-26 15:13:44
308,ana-juliacirino@example.org,71 2459-3535,"Feira Fonseca, 9
Paraíso
96958756 Cunha de Moreira / RR",Ribeiro,São Paulo,42217407,2002-07-26,23,Metalúrgico,Macedo,49181,1.9,54.5,15.1,53006,572,0,2022-05-17 14:13:57
309,fpacheco@example.org,+55 84 9740 4679,"Fazenda Porto, 6
Dom Cabral
18703203 Camargo / AP",Santos,Mato Grosso,55571738,1985-08-10,40,Soldador,Costela Abreu - ME,49829,1.84,83.1,24.5,22314,806,16,2023-06-17 06:16:31
310,qrocha@example.org,+55 (071) 8442 2080,"Trecho Brito, 47
Pindura Saia
87400444 Borges da Prata / GO",Teixeira do Oeste,Pernambuco,42649-110,1990-03-02,35,Revendedor,Cunha,35541,1.96,52.9,13.8,6634,728,1,2024-10-19 13:33:53
311,fernandesalice@example.net,+55 (084) 5845-7749,"Lagoa Guerra, 25
Vila Das Oliveiras
19868-782 Marques / AC",Lopes,São Paulo,92327-479,1949-12-20,75,Tintureiro,Abreu - ME,8944,1.63,119.6,45.0,71447,614,18,2025-05-14 23:57:34
312,pietrojesus@example.net,(051) 6040 3034,"Pátio Cunha, 99
Ouro Minas
19923135 Aparecida / RR",Rezende,Ceará,56335172,1956-12-20,68,Comprador,Albuquerque Rezende S/A,7878,1.71,53.4,18.3,7026,834,4,2021-05-19 07:49:22
313,qmacedo@example.com,(084) 0920-0852,"Largo de Cavalcante, 537
Lindéia
60840392 Santos / RS",Gomes de da Rocha,Paraná,36472309,1989-03-31,36,Técnico em taquigrafia,Caldeira,38245,1.69,58.9,20.6,43946,771,18,2025-09-22 03:47:49
314,qda-cruz@example.com,+55 84 7819 5603,"Alameda Ian da Rocha, 566
Vila Das Oliveiras
45848-383 Abreu / ES",Mendes do Oeste,Piauí,90504636,2007-06-01,18,Engenheiro sanitarista,Novais,15862,1.68,103.2,36.6,73441,742,6,2021-08-17 00:41:54
315,pereiravalentina@example.org,+55 (061) 4259-3188,"Morro de Siqueira, 3
Nova Cachoeirinha
36381105 Carvalho / AL",Sá,Bahia,63616183,1977-07-29,48,Ator,Abreu Sá Ltda.,16800,1.8,61.9,19.1,21852,666,3,2021-05-13 14:56:12
316,gabriela85@example.com,+55 (031) 6097-0118,"Área Mirella Rios, 15
Esplanada
28396438 Cavalcante / PR",Albuquerque,Rio Grande do Sul,52460507,1947-12-20,77,Terapeuta floral,Macedo,10796,1.56,102.7,42.2,64056,650,1,2021-09-10 00:20:38
317,raquelda-cruz@example.org,(031) 0010 5784,"Largo Abreu
Esperança
56799-768 Freitas / SE",Nascimento,Mato Grosso,23121-996,1998-03-26,27,Meredeira,Viana,23520,1.61,74.8,28.9,45674,556,4,2023-02-21 20:55:32
318,anthony-gabrielleao@example.com,(041) 4588 8211,"Praia Ryan Albuquerque, 36
São José
63932763 Casa Grande / PE",Moura,São Paulo,98910-719,1991-05-19,34,Veterinário,Novais,13276,1.74,104.4,34.5,33713,367,0,2024-03-28 06:42:27
319,ksampaio@example.net,+55 31 9694 5294,"Ladeira Ana Cecília Teixeira, 6
Vila Califórnia
80991503 Pimenta / PI",Sampaio da Prata,Alagoas,69102-294,2003-11-07,21,Atuário,Souza S.A.,4585,1.63,79.0,29.7,39535,472,0,2024-01-15 11:32:51
320,ana-livia58@example.net,(061) 4201-9868,"Setor de Rezende, 33
São Salvador
36489-105 Pereira / SC",da Paz do Norte,Alagoas,45959-808,1959-10-13,66,Marketeiro,Siqueira,6588,1.89,69.1,19.3,75774,586,1,2025-05-07 00:26:24
321,da-cunhaaurora@example.com,+55 71 6228 5479,"Jardim Henrique Brito, 13
Paquetá
41448621 Nunes de Goiás / TO",Moraes de Caldeira,Rio Grande do Norte,15743-267,1946-09-16,79,Tecnólogo em silvicultura,Araújo,15695,1.6,93.3,36.4,6456,508,19,2024-10-06 05:23:37
322,aliciamachado@example.org,(051) 2914 2646,"Alameda Mariah Leão, 656
Vila Santa Rosa
93422-960 Lopes / SE",Castro do Sul,Espírito Santo,28274536,1958-01-17,67,Técnico em documentação,Pires Borges - EI,38147,1.67,114.7,41.1,88186,494,0,2024-02-01 20:20:56
323,ocunha@example.com,21 4371-2758,"Colônia Rodrigues, 6
Vila Copasa
22169-716 Rodrigues / PI",Abreu do Galho,Alagoas,76753-979,1946-02-08,79,Publicitário,Moraes,8445,1.53,106.4,45.5,7108,480,3,2021-04-16 01:53:08
324,laura78@example.org,+55 31 5250-4864,"Estrada José Pedro Alves
Vitoria Da Conquista
97813-959 Azevedo Grande / PB",Viana,Alagoas,72937-977,2005-10-19,19,Eletricista,Cavalcante,39801,1.66,78.5,28.5,90065,553,3,2022-11-21 10:55:30
325,ana-liz95@example.com,+55 (021) 7919-0817,"Distrito de Caldeira, 5
Novo Glória
61864-219 Barbosa / PE",Sousa,Santa Catarina,56057-676,1977-06-03,48,Gestor de qualidade,Moraes,37139,1.53,96.5,41.2,78618,818,0,2023-05-05 05:45:58
326,aylla57@example.com,(021) 7616-7896,"Núcleo de Silveira, 2
Jardim Do Vale
80491483 Sá / PE",da Mota do Amparo,Mato Grosso,85154-870,1980-03-17,45,Tecnólogo em papel e celulose,Cavalcante,49427,1.79,79.9,24.9,69931,802,1,2022-06-22 19:07:30
327,yansampaio@example.net,+55 (084) 9131 3787,"Distrito de Moura, 99
Vila Vista Alegre
06764-377 Viana das Pedras / TO",Machado de Aragão,Rondônia,43238-315,1981-01-04,44,Dublê,Teixeira,17098,1.93,75.9,20.4,20863,802,18,2021-06-21 19:12:06
328,olivia24@example.com,+55 61 4013 8701,"Trevo Mateus Araújo
Conjunto Celso Machado
92876601 Pinto do Sul / RR",Machado,Sergipe,91487-917,1954-10-04,71,Caixa,Cavalcanti,42932,1.52,56.9,24.6,70702,631,5,2025-03-14 05:58:14
329,brenobrito@example.com,+55 (011) 3720-1772,"Largo de Borges
Conjunto Paulo Vi
17730-781 Sousa / MG",Nunes de Fernandes,Pará,74008511,1988-12-29,36,Carteiro,Viana,45797,1.89,106.0,29.7,70177,432,16,2022-03-31 01:49:24
330,vda-costa@example.org,51 4090 4091,"Avenida de Gomes, 4
Vila Nova Cachoeirinha 2ª Seção
99721537 Moraes do Campo / PB",Castro de Freitas,Pernambuco,24752765,1955-02-24,70,Trilheiro ou músico de cinema,Camargo,44897,1.98,65.9,16.8,6527,496,1,2024-08-11 07:31:42
331,maria-claracavalcanti@example.net,31 1193-0275,"Trecho de Sousa, 31
Garças
52168833 Gonçalves / PA",Rios,Maranhão,40191454,1973-03-04,52,Orientador educacional,Ramos Novaes Ltda.,40308,1.61,77.5,29.9,97188,831,18,2025-05-22 01:15:17
332,alvesluara@example.com,(011) 3918-6949,"Condomínio de Abreu, 3
Garças
96826-115 Rezende / MG",Nunes da Prata,Alagoas,32984833,1989-04-23,36,Contabilista,Fogaça S/A,35664,1.8,88.3,27.3,81283,519,18,2021-02-22 22:53:57
333,guerraeloah@example.net,+55 11 4141 6558,"Chácara de Garcia, 14
Cdi Jatoba
02136068 Cunha / RN",Sá,Rio de Janeiro,72463-140,2004-05-26,21,Profissional de hotelaria,Rios,16050,1.75,84.0,27.4,45935,538,10,2023-05-04 17:24:42
334,diego10@example.com,51 0482 9792,"Praça Dante Pires, 46
Novo Aarão Reis
20456-566 Peixoto / MS",da Mata,Rio de Janeiro,75154-161,1946-02-24,79,Eletricista,Novais Cirino e Filhos,43293,1.56,69.0,28.4,53066,559,20,2021-05-07 15:48:18
335,milena17@example.org,(041) 0190-9308,"Residencial de Farias, 9
Belvedere
33572015 Azevedo / AM",Fonseca,Rio Grande do Sul,30098129,1990-06-15,35,Soldador,Ferreira,21755,1.82,72.5,21.9,89567,624,16,2024-05-20 22:39:32
336,heitor33@example.org,(051) 6259-2698,"Campo de Almeida, 45
Minas Brasil
21904-924 Moura do Sul / AC",Macedo,Amapá,84106521,2002-07-31,23,Embalador,Machado,20588,1.82,99.6,30.1,47624,674,5,2023-09-30 08:56:38
337,pastorjuan@example.net,+55 41 5283 1682,"Rua Almeida, 38
Cardoso
83772633 Caldeira / RS",Moreira do Norte,Bahia,20727749,1948-02-03,77,Técnico em radiologia,Campos,30950,1.57,70.9,28.8,74648,747,19,2022-02-28 06:53:24
338,sarahmoraes@example.net,+55 84 0560-5073,"Parque Moreira, 37
Jardim Vitoria
43662799 Lopes do Galho / AL",Nascimento Alegre,Maranhão,22677-302,1975-04-10,50,Barman,Jesus,48244,1.95,67.5,17.8,12900,357,2,2020-12-15 13:06:41
339,borgessofia@example.net,(084) 8765 9371,"Morro Mariah Leão, 1
Nova Cintra
22246-867 Moura do Sul / PI",Abreu,Rio Grande do Sul,99699-188,1973-06-24,52,Endocrinologista,Castro Ltda.,12825,1.91,60.9,16.7,79361,614,11,2024-08-06 08:06:51
340,da-rochaalice@example.org,71 1676 6026,"Chácara de Costela
São Geraldo
77429-050 Almeida Verde / MG",Castro,Pará,05722154,2003-05-01,22,Aeroviário,Ribeiro Cardoso S.A.,27225,1.52,113.9,49.3,95936,643,4,2023-06-12 00:13:49
341,ana-luiza38@example.org,31 1947 1040,"Lagoa Otávio Duarte
Monte Azul
30926-153 Peixoto / BA",Pinto da Serra,Santa Catarina,23049-111,1959-11-17,65,Artista de circo,Pacheco,12909,1.67,79.0,28.3,71630,702,6,2025-09-11 15:09:45
342,luiz-gustavocasa-grande@example.org,+55 (051) 0148 1668,"Alameda de Camargo, 14
São Pedro
90462766 Porto da Prata / MG",Ferreira,Pernambuco,51856-768,1965-07-10,60,Nutrologista,Nascimento Silva S.A.,43736,1.74,97.2,32.1,7109,551,11,2022-11-12 10:28:59
343,elisabrito@example.net,51 3194 3073,"Viaduto de Cavalcante, 938
Corumbiara
50877313 Nogueira de Gonçalves / BA",Sales de Santos,Espírito Santo,72796-357,1973-03-05,52,Astrólogo,Carvalho S/A,4540,1.88,109.1,30.9,87479,364,13,2023-02-07 09:00:57
344,zmartins@example.com,+55 81 2145-9241,"Sítio Liz Martins, 226
Vila São Rafael
19650-881 Cunha / PI",Ramos de Goiás,Rio de Janeiro,33235556,1971-02-10,54,Cientista de alimentos,Borges,25364,1.93,54.8,14.7,53437,572,16,2021-08-25 08:02:26
345,manuella66@example.org,(071) 0398-2528,"Trecho de Freitas, 84
Vila Sesc
71771-879 Vasconcelos / RR",Nascimento do Norte,Alagoas,16411243,1992-10-06,33,Garimpeiro,Araújo,18238,1.63,84.6,31.8,24114,429,5,2024-08-13 14:20:47
346,sarah92@example.net,0300 459 9752,"Esplanada de Garcia, 24
Vila Atila De Paiva
12456-428 Sales da Prata / RS",Costa Alegre,Pará,41149-245,1957-02-01,68,Jogador de basquete,Guerra S.A.,17818,1.93,93.1,25.0,9835,616,12,2021-12-28 23:35:41
347,thomascavalcanti@example.com,(084) 1913-0050,"Avenida Casa Grande, 177
Nova Cachoeirinha
85992-462 Guerra do Norte / BA",Teixeira,Goiás,87299061,1958-08-05,67,Assessor parlamentar,Nunes Ltda.,6251,1.97,82.4,21.2,21902,375,5,2023-04-18 14:32:27
348,bvasconcelos@example.net,61 2404 1046,"Núcleo Rezende, 57
Estrela
25578-988 Araújo de Leão / RS",das Neves de Minas,Sergipe,40637-893,1977-11-29,47,Hostess,Mendonça,6004,1.53,91.6,39.1,47752,563,4,2021-10-25 17:44:51
349,elisacassiano@example.com,21 9423 7163,"Rodovia Dias
Providencia
66582-459 Santos de Garcia / PA",Pinto da Prata,Rio de Janeiro,21621840,1987-11-17,37,Navegador,Guerra,38906,1.77,112.7,36.0,96044,788,19,2022-11-26 01:53:47
350,zoe21@example.com,84 0862-7837,"Lago Eloá Ribeiro, 6
Vila São Paulo
00897940 Siqueira / AL",Sousa de Duarte,Tocantins,68908-860,1972-04-05,53,Engenheiro elétrico,Mendonça,5519,1.71,96.5,33.0,46993,465,4,2024-11-01 15:17:16
351,freitasmaria-luisa@example.org,0300-234-6342,"Chácara Rios, 95
Conjunto Califórnia I
16444991 Gonçalves dos Dourados / CE",Mendonça,Mato Grosso do Sul,78124519,1971-07-02,54,Auditor,da Paz - EI,15344,1.94,91.9,24.4,11788,817,6,2025-02-28 10:06:10
352,brunanascimento@example.com,84 3842-3747,"Trevo Luan Lima, 36
Vila Betânia
51126674 Sampaio / RJ",Caldeira do Galho,Amapá,15740-878,1975-01-24,50,Subprefeito,Vasconcelos,18916,1.74,97.2,32.1,99077,552,9,2025-03-24 12:00:14
353,da-rochadavi-lucca@example.net,+55 81 7816-4320,"Morro Pinto, 16
Flavio De Oliveira
22631-571 Gonçalves Grande / PA",Machado das Pedras,Santa Catarina,20217925,2000-06-27,25,Arranjador musical,Cavalcanti da Cruz S/A,21029,1.93,73.2,19.7,70367,815,19,2022-07-22 08:59:51
354,sophierodrigues@example.org,+55 81 0925-5156,"Recanto Alícia das Neves, 2
Olaria
66691-825 Mendonça / RR",da Conceição de Minas,Piauí,81727634,2006-12-25,18,Engenheiro físico,da Luz,4661,1.68,51.7,18.3,72246,354,10,2021-01-19 14:08:15
355,garciabenicio@example.com,+55 (081) 7434-4600,"Morro Vicente Rocha, 169
Sport Club
34205-475 Fernandes / RO",Borges do Galho,Pernambuco,60007149,1989-11-18,35,Professor,da Mota,30270,1.97,96.1,24.8,72520,488,4,2024-12-30 20:21:28
356,bmelo@example.com,+55 (084) 4550-9282,"Lago Sampaio, 78
Nova Floresta
96044415 Barbosa / DF",das Neves de Minas,Goiás,22194410,1963-03-23,62,Cartazeiro,Montenegro Moraes - ME,33230,1.7,97.3,33.7,83483,318,16,2021-05-02 23:13:08
357,pedro-miguelmendonca@example.org,61 0609-3036,"Fazenda de Mendes, 508
Fazendinha
12892415 Moura / AP",da Luz da Mata,Bahia,49139076,1979-08-25,46,Karateca,Aragão,16107,1.74,83.9,27.7,62827,636,9,2023-06-14 20:18:18
358,psantos@example.net,84 0098 1589,"Trecho Novaes, 44
São Gonçalo
40080-585 Caldeira / MA",Aragão Alegre,Distrito Federal,06786209,1980-09-03,45,Protético dentário,das Neves,17825,1.98,68.5,17.5,78815,671,19,2021-08-24 04:35:36
359,fonsecarafaela@example.org,61 4982-4007,"Sítio Abreu, 68
Penha
01909-301 Cirino do Sul / AL",Rocha,Bahia,56117-630,1976-04-16,49,Guarda roupeiro,da Rocha,22932,1.52,74.6,32.3,81407,799,12,2025-02-26 00:07:09
360,maria-luisa02@example.net,(084) 2541-2940,"Ladeira de da Conceição, 10
Pompéia
77461-555 Cardoso / MA",Cunha do Campo,Mato Grosso,16434273,1964-07-09,61,Office-boy,Pastor Sales S.A.,18981,1.54,65.3,27.5,95121,409,5,2022-01-18 04:17:23
361,barbaraferreira@example.com,+55 (051) 6026 1062,"Praça de da Luz, 5
Conjunto Jardim Filadélfia
85243439 Sales / RJ",Viana,Roraima,03322-434,1984-09-15,41,Gerente de banco,Santos S/A,30156,1.83,92.5,27.6,93606,409,15,2022-10-21 18:09:39
362,icardoso@example.org,21 1243-0704,"Lagoa Arthur Miguel Dias
Granja Werneck
63710-686 Guerra do Oeste / SE",Oliveira,Santa Catarina,73251158,1968-05-11,57,Lapidário,Aragão,33112,1.94,54.5,14.5,31303,650,10,2024-08-04 23:53:15
363,dcardoso@example.net,+55 (011) 3611-7741,"Loteamento Melo, 90
Vila Da Ária
76525-929 Gomes / AP",Oliveira,São Paulo,38171-462,1993-04-12,32,Profissional de logística,Rocha,17457,1.85,95.1,27.8,26159,596,12,2021-03-14 09:13:09
364,vpires@example.com,84 6258-3147,"Trecho de Lopes, 94
Oeste
34826-031 Farias Alegre / MG",Montenegro,Minas Gerais,47222-894,1958-10-10,67,Tapeceiro,Souza,22429,1.72,68.2,23.1,76234,397,3,2024-10-24 04:36:57
365,evelyn59@example.net,+55 41 2649-1170,"Vila Luna Cunha, 36
Pindura Saia
87675843 Camargo de Monteiro / RJ",da Mata,Roraima,30106981,1977-02-25,48,Timoneiro,Gomes Jesus e Filhos,25755,1.81,89.7,27.4,57534,751,8,2021-11-01 11:31:30
366,silveirayasmin@example.com,+55 71 3613 7703,"Aeroporto Heitor Pinto, 421
Alto Dos Pinheiros
56615-595 Farias / AC",Costela,Paraná,17169439,1957-11-07,67,Taifeiro,Mendonça,12894,1.86,52.6,15.2,79305,382,16,2024-03-28 00:28:23
367,giovanna34@example.net,(061) 8461-3467,"Jardim de Rodrigues, 567
Casa Branca
01799755 Caldeira / MT",Ribeiro,Amazonas,14610942,1985-06-28,40,Diretor de fotografia,Andrade,39539,1.62,120.0,45.7,30985,576,2,2023-07-26 01:49:49
368,omontenegro@example.com,41 0846-7851,"Rua da Mata, 34
Cidade Jardim Taquaril
59986-143 Cardoso de Farias / AM",Brito,Piauí,72731547,1962-10-26,62,Profissional de manutenção industrial,Dias Cassiano - ME,13228,1.85,58.7,17.2,64466,763,17,2022-10-18 03:22:46
369,emillydas-neves@example.org,+55 (041) 0030 8671,"Chácara Abreu
Mangabeiras
63290312 Sousa da Serra / AM",Teixeira,Amapá,67500-608,1946-08-23,79,Enfermeiro,Vargas S/A,48547,1.95,79.7,21.0,95314,727,4,2024-06-18 06:45:42
370,fduarte@example.com,21 4365 8780,"Quadra de Cirino, 7
Bernadete
67647-143 Nogueira / DF",Barros,Alagoas,98965173,2007-01-21,18,Coveiro/Sepultador,Ferreira,10038,1.9,114.1,31.6,30090,446,20,2022-11-15 07:18:23
371,arezende@example.com,31 5154 4030,"Lago Kevin Gomes, 3
Vila Barragem Santa Lúcia
19436-619 Moraes da Serra / PA",Freitas,Sergipe,16588-156,1944-12-03,80,Apicultor,Brito,46363,1.86,89.1,25.8,85655,471,10,2024-09-15 19:46:07
372,marcelomoraes@example.net,(081) 4373 6086,"Viaduto de Duarte, 16
Conjunto Capitão Eduardo
77424-893 Fonseca de Moraes / MT",Oliveira,Rio Grande do Norte,54218176,1994-09-23,31,Meeiro,da Cunha Novaes e Filhos,43633,1.95,66.9,17.6,45835,693,2,2025-01-26 22:11:30
373,gmoura@example.org,81 3677-3671,"Campo Ribeiro, 799
São Vicente
64814163 Fonseca / RR",Freitas do Amparo,Amapá,64245293,2006-04-23,19,Projetista mecânico,Cavalcanti Azevedo Ltda.,23384,1.69,87.5,30.6,32141,377,20,2024-11-21 00:02:07
374,martinsrafaela@example.org,(021) 6893 8017,"Trevo Calebe Guerra, 48
Vila Piratininga Venda Nova
72273114 Câmara de Silva / PI",Viana da Serra,Acre,44376207,1972-05-29,53,Adestrador de animais,Garcia Vieira e Filhos,6407,1.98,62.9,16.0,44297,348,7,2023-06-21 11:36:33
375,lviana@example.org,+55 (081) 5342-1395,"Rodovia Garcia, 67
Mantiqueira
94400-674 Silveira da Prata / SP",da Luz,Amapá,61637232,1997-01-08,28,Juiz de direito,Caldeira,25114,1.91,55.8,15.3,6681,489,6,2023-07-06 17:26:11
376,nogueiralorena@example.com,11 9174 7629,"Passarela Yago Cunha, 75
Diamante
86616-295 Ferreira do Amparo / MT",Cardoso da Prata,Maranhão,35540808,1972-06-10,53,Terapeuta Holístico,Monteiro Correia S/A,35067,1.87,62.5,17.9,62119,812,12,2021-04-20 04:55:37
377,mda-mota@example.org,0800 231 7966,"Trecho Novais
Camponesa 2ª Seção
20132232 da Cruz Verde / DF",Marques das Pedras,Distrito Federal,64905-542,1988-02-27,37,Assistente de produção,Pastor,42493,1.6,88.2,34.5,11944,778,16,2021-02-11 03:34:36
378,barrosjulia@example.net,+55 (041) 3793-4330,"Esplanada de Azevedo, 72
Chácara Leonina
40067-439 Costa / TO",Fernandes da Serra,Ceará,07767044,1990-11-16,34,Técnico em documentação,Pereira - ME,8028,1.57,68.5,27.8,78340,616,1,2021-11-01 07:23:03
379,anovaes@example.org,+55 51 0381 3229,"Praia Sousa
Varzea Da Palma
83193486 Fonseca / ES",Vieira das Flores,Rondônia,29273-987,1983-11-14,41,Profissional de comércio exterior,Pereira,28936,1.53,50.6,21.6,10823,353,5,2020-12-03 10:08:05
380,gpacheco@example.net,0900 370 4536,"Viela Calebe Leão, 505
Vila Minaslandia
72812-900 Castro / SE",Sousa de Minas,Piauí,19209119,1990-01-01,35,Trompetista,Almeida,18723,1.67,53.2,19.1,53046,461,15,2024-07-12 11:12:37
381,pietromartins@example.com,+55 71 7772-1049,"Sítio de Rios, 23
Ventosa
81959-990 da Mata de Cavalcanti / BA",Sales do Sul,Santa Catarina,50476-710,1955-03-13,70,Meredeira,Araújo,31911,1.69,119.7,41.9,76702,830,18,2020-11-29 15:08:04
382,barbara47@example.org,+55 71 9630 8318,"Distrito Luiza Oliveira, 5
Floramar
42075159 Rocha / DF",Cardoso das Pedras,Pernambuco,55187-930,2004-10-30,20,Ginecologista,da Conceição Ltda.,44379,1.72,63.6,21.5,60700,440,8,2025-02-27 06:34:38
383,xsiqueira@example.org,41 2148 8613,"Aeroporto de Pinto
Santa Rita De Cássia
71960-742 da Luz do Galho / RN",Pinto,Bahia,18862-582,1993-12-17,31,Barman,Sales e Filhos,4932,1.86,107.8,31.2,95493,561,9,2024-08-18 07:28:23
384,ipastor@example.org,+55 51 7314 9402,"Vila Borges, 68
Álvaro Camargos
79180060 Abreu de Brito / PR",Farias de Rios,Espírito Santo,23674970,1987-11-18,37,Baterista,Pacheco S/A,24670,1.75,83.4,27.2,7943,407,11,2024-10-30 17:44:36
385,joao-felipe18@example.org,0300 976 3939,"Condomínio de Aragão, 45
Vila Maria
47560-059 Caldeira de Mendes / RR",Freitas Grande,Paraíba,85403-040,1957-12-14,67,Engenheiro de energia,Cirino Ramos S/A,24329,1.92,111.6,30.3,61498,419,20,2022-03-07 21:07:36
386,heloisa52@example.org,0900 285 2706,"Praia Pires, 12
Tiradentes
33402060 Silva / AC",Fogaça do Campo,Ceará,08324-910,1966-01-14,59,Acupunturista,Marques,25068,2.0,108.0,27.0,62379,639,4,2025-06-01 02:43:40
387,miguelpeixoto@example.net,(061) 7188 9696,"Avenida de Casa Grande, 85
Vila Madre Gertrudes 4ª Seção
11292037 da Paz / PI",Gomes de Cardoso,Rio Grande do Sul,12629648,1979-03-23,46,Técnico de gesso,Camargo Siqueira - ME,3517,1.51,63.5,27.8,83511,491,4,2025-03-25 18:42:09
388,zduarte@example.com,51 5464 7656,"Rodovia Théo Silveira, 73
Acaiaca
61730-204 Fernandes Grande / RO",Rezende,Espírito Santo,93340372,2002-03-26,23,Crítico,Mendonça,7405,1.93,82.7,22.2,21624,538,17,2021-10-30 00:30:19
389,aparecidadaniela@example.net,+55 (051) 8098 9579,"Aeroporto Brito
Boa Vista
11584-769 da Rocha da Prata / SC",da Mata,Rio Grande do Norte,08704-826,1957-07-15,68,Engenheiro ambiental,Costela,9975,1.76,93.0,30.0,65546,313,17,2025-03-10 16:30:52
390,kamilly01@example.org,71 0108 9680,"Distrito Ana Luiza Nogueira, 25
Granja De Freitas
20529374 Lopes da Mata / TO",Ferreira Grande,Amazonas,25731-982,1952-11-16,72,Taxista,Vasconcelos,32776,1.95,111.2,29.2,92311,803,7,2022-06-30 14:46:40
391,rebecadias@example.net,+55 84 6165-9008,"Parque Lavínia Lopes, 735
Vila Da Ária
46492957 Cavalcanti / SP",Rios,Roraima,27239-615,1991-11-28,33,Investigador particular,Casa Grande,35701,1.88,88.0,24.9,68300,363,12,2024-08-04 08:27:31
392,joaquim14@example.org,+55 (081) 1602 1470,"Largo Souza, 25
Planalto
04160-864 Ferreira Grande / MS",Almeida de Carvalho,Roraima,52479-298,1966-01-27,59,Faxineiro,Gonçalves,22140,1.85,93.6,27.3,12411,696,1,2022-10-18 14:12:53
393,zpinto@example.net,(051) 8668 3936,"Distrito Gonçalves, 94
Santa Sofia
87175-752 Camargo Verde / MS",Cirino,Alagoas,34100-240,1988-04-24,37,Cerimonialista,Melo das Neves S.A.,7512,1.72,63.6,21.5,87005,671,11,2021-12-20 14:54:29
